Epoch, Score
0, 0
1, 0
2, 1
3, 1
4, 0
5, 0
6, 3
7, 0
8, 0
9, 1
10, 2
11, 10
12, 2
13, 1
14, 1
15, 3
16, 4
17, 1
18, 6
19, 4
20, 26
21, 5
22, 8
23, 0
24, 2
25, 1
26, 2
27, 7
28, 3
29, 1
30, 4
31, 2
32, 5
33, 5
34, 3
35, 40
36, 2
37, 74
38, 11
39, 1
40, 2
41, 3
42, 40
43, 8
44, 7
45, 29
46, 0
47, 53
48, 3
49, 11
50, 0
51, 0
52, 0
53, 1
54, 2
55, 29
56, 6
57, 2
58, 5
59, 55
60, 0
61, 13
62, 0
63, 14
64, 0
65, 0
66, 6
67, 0
68, 16
69, 63
70, 207
71, 4
72, 60
73, 3
74, 0
75, 4
76, 0
77, 0
78, 11
79, 0
80, 0
81, 9
82, 40
83, 0
84, 14
85, 0
86, 102
87, 0
88, 0
89, 30
90, 0
91, 47
92, 83
93, 0
94, 53
95, 0
96, 1
97, 0
98, 2
99, 2
100, 28
101, 50
102, 0
103, 0
104, 35
105, 0
106, 0
107, 0
108, 0
109, 0
110, 29
111, 199
112, 0
113, 0
114, 43
115, 96
116, 0
117, 24
118, 0
119, 128
120, 0
121, 1
122, 17
123, 131
124, 25
125, 1
126, 60
127, 8
128, 2
129, 0
130, 0
131, 59
132, 47
133, 0
134, 1
135, 6
136, 91
137, 0
138, 0
139, 41
140, 2
141, 3
142, 62
143, 0
144, 1
145, 54
146, 1
147, 1
148, 39
149, 16
150, 1
151, 64
152, 67
153, 1
154, 3
155, 0
156, 0
157, 53
158, 0
159, 1
160, 1
161, 1
162, 0
163, 0
164, 0
165, 2
166, 204
167, 35
168, 19
169, 237
170, 80
171, 52
172, 42
173, 117
174, 0
175, 0
176, 50
177, 2
178, 2
179, 1
180, 3
181, 33
182, 174
183, 2
184, 0
185, 0
186, 55
187, 1
188, 61
189, 0
190, 245
191, 0
192, 55
193, 0
194, 2
195, 5
196, 1
197, 108
198, 0
199, 0
200, 1
201, 68
202, 1
203, 1
204, 65
205, 14
206, 1
207, 0
208, 0
209, 0
210, 2
211, 366
212, 214
213, 9
214, 1
215, 0
216, 114
217, 49
218, 338
219, 210
220, 1
221, 5
222, 183
223, 121
224, 6
225, 111
226, 3
227, 45
228, 7
229, 71
230, 0
231, 1
232, 0
233, 26
234, 0
235, 1
236, 0
237, 0
238, 9
239, 0
240, 0
241, 10
242, 204
243, 1
244, 232
245, 9
246, 72
247, 1
248, 298
249, 352
250, 95
251, 641
252, 30
253, 0
254, 118
255, 0
256, 2
257, 289
258, 0
259, 97
260, 0
261, 35
262, 2
263, 68
264, 98
265, 108
266, 47
267, 132
268, 28
269, 94
270, 2
271, 81
272, 1
273, 0
274, 0
275, 1
276, 10
277, 2
278, 0
279, 21
280, 0
281, 32
282, 0
283, 3
284, 28
285, 1
286, 77
287, 24
288, 1
289, 1
290, 0
291, 1
292, 27
293, 0
294, 1
295, 14
296, 0
297, 0
298, 1
299, 0
300, 1
301, 1
302, 0
303, 0
304, 0
305, 0
306, 51
307, 0
308, 1
309, 1
310, 0
311, 0
312, 24
313, 1
314, 36
315, 0
316, 0
317, 62
318, 1
319, 1
320, 48
321, 50
322, 93
323, 0
324, 0
325, 124
326, 10
327, 2
328, 44
329, 0
330, 0
331, 67
332, 3
333, 13
334, 0
335, 0
336, 1
337, 0
338, 0
339, 1
340, 1
341, 11
342, 0
343, 1
344, 4
345, 18
346, 1
347, 0
348, 2
349, 1
350, 1
351, 42
352, 208
353, 0
354, 0
355, 0
356, 24
357, 12
358, 0
359, 27
360, 0
361, 0
362, 30
363, 3
364, 0
365, 166
366, 0
367, 1
368, 0
369, 2
370, 223
371, 1
372, 8
373, 3
374, 400
375, 0
376, 85
377, 0
378, 0
379, 349
380, 355
381, 0
382, 0
383, 0
384, 0
385, 397
386, 2
387, 2
388, 48
389, 96
390, 0
391, 2
392, 45
393, 0
394, 13
395, 3
396, 0
397, 0
398, 0
399, 0
400, 46
401, 38
402, 78
403, 52
404, 0
405, 0
406, 1
407, 1
408, 41
409, 64
410, 0
411, 0
412, 1
413, 0
414, 29
415, 10
416, 36
417, 89
418, 0
419, 1
420, 22
421, 0
422, 0
423, 1
424, 1
