Epoch, Score
0, 0
1, 0
2, 0
3, 0
4, 0
5, 1
6, 1
7, 0
8, 0
9, 0
10, 0
11, 1
12, 1
13, 0
14, 1
15, 1
16, 0
17, 1
18, 2
19, 1
20, 4
21, 2
22, 1
23, 11
24, 1
25, 3
26, 10
27, 0
28, 0
29, 1
30, 0
31, 1
32, 2
33, 1
34, 4
35, 3
36, 21
37, 0
38, 1
39, 1
40, 0
41, 39
42, 0
43, 1
44, 5
45, 2
46, 4
47, 3
48, 3
49, 0
50, 1
51, 0
52, 0
53, 0
54, 1
55, 0
56, 2
57, 1
58, 3
59, 5
60, 1
61, 1
62, 1
63, 6
64, 2
65, 0
66, 5
67, 1
68, 0
69, 0
70, 1
71, 0
72, 0
73, 3
74, 16
75, 0
76, 0
77, 1
78, 7
79, 1
80, 0
81, 7
82, 0
83, 2
84, 1
85, 1
86, 7
87, 0
88, 16
89, 28
90, 3
91, 0
92, 20
93, 6
94, 1
95, 7
96, 0
97, 0
98, 1
99, 1
100, 12
101, 11
102, 1
103, 6
104, 1
105, 14
106, 1
107, 0
108, 5
109, 3
110, 0
111, 0
112, 0
113, 13
114, 2
115, 11
116, 0
117, 19
118, 7
119, 11
120, 2
121, 0
122, 3
123, 2
124, 11
125, 1
126, 0
127, 2
128, 1
129, 2
130, 1
131, 0
132, 2
133, 0
134, 12
135, 0
136, 1
137, 19
138, 10
139, 0
140, 3
141, 0
142, 18
143, 2
144, 2
145, 1
146, 12
147, 2
148, 0
149, 1
150, 0
151, 0
152, 17
153, 0
154, 0
155, 33
156, 1
157, 0
158, 2
159, 13
160, 1
161, 22
162, 1
163, 0
164, 20
165, 0
166, 1
167, 1
168, 1
169, 1
170, 1
171, 1
172, 0
173, 0
174, 0
175, 10
176, 0
177, 2
178, 0
179, 9
180, 6
181, 10
182, 2
183, 6
184, 1
185, 2
186, 1
187, 2
188, 1
189, 3
190, 1
191, 2
192, 1
193, 0
194, 1
195, 6
196, 0
197, 28
198, 1
199, 3
200, 15
201, 1
202, 14
203, 31
204, 1
205, 8
206, 37
207, 2
208, 6
209, 0
210, 29
211, 3
212, 4
213, 0
214, 3
215, 1
216, 0
217, 1
218, 0
219, 1
220, 6
221, 6
222, 10
223, 1
224, 1
225, 0
226, 14
227, 2
228, 1
229, 2
230, 0
231, 1
232, 6
233, 0
234, 3
235, 13
236, 17
237, 2
238, 19
239, 20
240, 1
241, 1
242, 4
243, 14
244, 0
245, 2
246, 1
247, 3
248, 2
249, 0
250, 12
251, 6
252, 0
253, 2
254, 2
255, 0
256, 11
257, 0
258, 2
259, 5
260, 1
261, 0
262, 11
263, 2
264, 22
265, 1
266, 2
267, 1
268, 18
269, 0
270, 1
271, 11
272, 15
273, 1
274, 0
275, 6
276, 12
277, 1
278, 18
279, 0
280, 0
281, 2
282, 0
283, 7
284, 0
285, 0
286, 4
287, 0
288, 0
289, 1
290, 1
291, 27
292, 10
293, 9
294, 1
295, 2
296, 2
297, 0
298, 2
299, 0
300, 0
301, 1
302, 1
303, 1
304, 0
305, 11
306, 1
307, 5
308, 3
309, 1
310, 1
311, 2
312, 9
313, 7
314, 9
315, 2
316, 2
317, 5
318, 6
319, 3
320, 1
321, 1
322, 1
323, 1
324, 2
325, 27
326, 3
327, 10
328, 7
329, 2
330, 1
331, 4
332, 12
333, 13
334, 6
335, 3
336, 4
337, 1
338, 1
339, 2
340, 13
341, 1
342, 32
343, 0
344, 1
345, 0
346, 17
347, 2
348, 2
349, 1
350, 1
351, 0
352, 3
353, 1
354, 0
355, 3
356, 16
357, 0
358, 10
359, 0
360, 1
361, 0
362, 0
363, 2
364, 0
365, 42
366, 3
367, 0
368, 0
369, 0
370, 1
371, 24
372, 6
373, 4
374, 34
375, 2
376, 3
377, 0
378, 125
379, 0
380, 2
381, 1
382, 2
383, 29
384, 1
385, 0
386, 1
387, 2
388, 0
389, 64
390, 45
391, 2
392, 2
393, 0
394, 3
395, 2
396, 0
397, 1
398, 16
399, 0
400, 27
401, 6
402, 15
403, 13
404, 5
405, 6
406, 26
407, 0
408, 3
409, 15
410, 4
411, 6
412, 51
413, 4
414, 0
415, 5
416, 1
417, 2
418, 1
419, 2
420, 42
421, 9
422, 1
423, 26
424, 0
