Epoch, Score
0, 0
1, 0
2, 1
3, 0
4, 1
5, 2
6, 1
7, 0
8, 0
9, 0
10, 1
11, 2
12, 1
13, 1
14, 4
15, 1
16, 3
17, 1
18, 1
19, 1
20, 0
21, 0
22, 9
23, 3
24, 1
25, 1
26, 0
27, 4
28, 26
29, 17
30, 42
31, 0
32, 1
33, 8
34, 27
35, 24
36, 24
37, 13
38, 1
39, 0
40, 1
41, 1
42, 7
43, 8
44, 0
45, 0
46, 0
47, 0
48, 10
49, 0
50, 5
51, 2
52, 0
53, 0
54, 1
55, 0
56, 10
57, 0
58, 1
59, 0
60, 0
61, 0
62, 9
63, 0
64, 1
65, 7
66, 2
67, 0
68, 0
69, 0
70, 12
71, 0
72, 1
73, 3
74, 4
75, 3
76, 12
77, 1
78, 0
79, 16
80, 2
81, 0
82, 0
83, 0
84, 0
85, 1
86, 0
87, 2
88, 1
89, 0
90, 0
91, 0
92, 9
93, 0
94, 0
95, 12
96, 1
97, 0
98, 1
99, 1
100, 2
101, 55
102, 0
103, 1
104, 4
105, 27
106, 22
107, 3
108, 19
109, 1
110, 16
111, 0
112, 4
113, 2
114, 5
115, 4
116, 13
117, 0
118, 0
119, 0
120, 0
121, 2
122, 0
123, 1
124, 0
125, 0
126, 0
127, 0
128, 0
129, 0
130, 1
131, 1
132, 0
133, 0
134, 0
135, 0
136, 3
137, 1
138, 0
139, 0
140, 0
141, 0
142, 2
143, 0
144, 0
145, 0
146, 0
147, 3
148, 0
149, 0
150, 3
151, 10
152, 3
153, 11
154, 0
155, 0
156, 0
157, 0
158, 1
159, 28
160, 29
161, 117
162, 62
163, 29
164, 82
165, 1
166, 0
167, 0
168, 0
169, 18
170, 0
171, 35
172, 263
173, 52
174, 1
175, 123
176, 0
177, 284
178, 0
179, 0
180, 0
181, 4
182, 47
183, 1
184, 35
185, 165
186, 2
187, 1
188, 1
189, 82
190, 1
191, 122
192, 0
193, 0
194, 0
195, 37
196, 230
197, 0
198, 229
199, 0
200, 2
201, 47
202, 0
203, 60
204, 37
205, 0
206, 1
207, 9
208, 171
209, 442
210, 676
211, 0
212, 539
213, 53
214, 0
215, 197
216, 0
217, 0
218, 0
219, 63
220, 175
221, 39
222, 175
223, 124
224, 147
225, 494
226, 95
227, 60
228, 0
229, 5
230, 155
231, 457
232, 0
233, 66
234, 196
235, 485
236, 2
237, 40
238, 1
239, 707
240, 0
241, 177
242, 39
243, 97
244, 64
245, 1
246, 2
247, 1
248, 2
249, 0
250, 3
251, 178
252, 7
253, 3
254, 0
255, 6
256, 8
257, 1
258, 2
259, 0
260, 194
261, 0
262, 0
263, 1
264, 0
265, 521
266, 0
267, 46
268, 0
269, 0
270, 3
271, 0
272, 98
273, 277
274, 313
275, 2
276, 20
277, 10
278, 113
279, 330
280, 184
281, 3
282, 123
283, 0
284, 298
285, 3
286, 60
287, 6
288, 98
289, 5
290, 45
291, 271
292, 0
293, 0
294, 20
295, 0
296, 115
297, 61
298, 15
299, 0
300, 15
301, 0
302, 29
303, 0
304, 0
305, 184
306, 2
307, 0
308, 158
309, 0
310, 6
311, 15
312, 0
313, 181
314, 124
315, 105
316, 312
317, 1
318, 143
319, 35
320, 0
321, 0
322, 1
323, 516
324, 4
325, 299
326, 3
327, 0
328, 13
329, 90
330, 2
331, 0
332, 563
333, 136
334, 0
335, 325
336, 0
337, 33
338, 129
339, 0
340, 260
341, 1
342, 2
343, 1
344, 1
345, 48
346, 1
347, 82
348, 68
349, 0
350, 0
351, 0
352, 98
353, 113
354, 0
355, 469
356, 94
357, 172
358, 1
359, 624
360, 1345
361, 109
362, 34
363, 0
364, 2
365, 0
366, 0
367, 15
368, 1
369, 0
370, 4
371, 2
372, 484
373, 5
374, 224
375, 1
376, 176
377, 0
378, 0
379, 85
380, 6
381, 3
382, 0
383, 0
384, 77
385, 0
386, 347
387, 97
388, 123
389, 7
390, 4
391, 0
392, 195
393, 73
394, 2
395, 0
396, 1
397, 314
398, 151
399, 367
400, 96
401, 30
402, 89
403, 0
404, 0
405, 86
406, 1
407, 2
408, 0
409, 4
410, 3
411, 1
412, 416
413, 142
414, 0
415, 1
416, 0
417, 0
418, 2
419, 0
420, 2
421, 141
422, 0
423, 200
424, 0
