Epoch, Score
0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 1
10, 0
11, 1
12, 1
13, 0
14, 0
15, 1
16, 1
17, 0
18, 1
19, 1
20, 1
21, 2
22, 0
23, 0
24, 2
25, 1
26, 1
27, 0
28, 0
29, 0
30, 2
31, 0
32, 1
33, 1
34, 0
35, 0
36, 0
37, 1
38, 1
39, 0
40, 0
41, 0
42, 1
43, 0
44, 0
45, 0
46, 0
47, 0
48, 0
49, 0
50, 0
51, 0
52, 1
53, 0
54, 0
55, 0
56, 0
57, 0
58, 0
59, 0
60, 0
61, 0
62, 0
63, 0
64, 0
65, 0
66, 2
67, 0
68, 0
69, 0
70, 1
71, 0
72, 2
73, 0
74, 0
75, 0
76, 0
77, 0
78, 0
79, 0
80, 4
81, 0
82, 0
83, 1
84, 0
85, 1
86, 2
87, 0
88, 0
89, 0
90, 0
91, 0
92, 1
93, 1
94, 2
95, 1
96, 0
97, 0
98, 1
99, 1
100, 0
101, 1
102, 0
103, 1
104, 1
105, 0
106, 1
107, 1
108, 3
109, 2
110, 1
111, 0
112, 4
113, 1
114, 0
115, 2
116, 0
117, 1
118, 2
119, 1
120, 1
121, 0
122, 1
123, 1
124, 1
125, 1
126, 4
127, 0
128, 0
129, 1
130, 1
131, 5
132, 0
133, 0
134, 0
135, 1
136, 0
137, 1
138, 1
139, 1
140, 2
141, 0
142, 1
143, 0
144, 1
145, 0
146, 0
147, 0
148, 2
149, 0
150, 1
151, 0
152, 1
153, 0
154, 1
155, 1
156, 1
157, 1
158, 0
159, 1
160, 2
161, 0
162, 1
163, 2
164, 1
165, 1
166, 1
167, 2
168, 1
169, 1
170, 0
171, 0
172, 1
173, 1
174, 1
175, 3
176, 0
177, 1
178, 1
179, 0
180, 1
181, 2
182, 2
183, 1
184, 1
185, 3
186, 2
187, 1
188, 1
189, 1
190, 0
191, 0
192, 0
193, 0
194, 0
195, 0
196, 0
197, 2
198, 1
199, 1
200, 1
201, 1
202, 0
203, 1
204, 6
205, 1
206, 0
207, 0
208, 1
209, 3
210, 2
211, 1
212, 1
213, 1
214, 1
215, 1
216, 1
217, 3
218, 1
219, 1
220, 4
221, 0
222, 0
223, 1
224, 0
225, 1
226, 2
227, 11
228, 9
229, 0
230, 0
231, 0
232, 0
233, 2
234, 0
235, 0
236, 3
237, 0
238, 3
239, 8
240, 1
241, 1
242, 0
243, 4
244, 0
245, 2
246, 1
247, 0
248, 0
249, 1
250, 0
251, 0
252, 0
253, 1
254, 0
255, 1
256, 0
257, 1
258, 0
259, 1
260, 2
261, 0
262, 0
263, 0
264, 1
265, 0
266, 0
267, 0
268, 0
269, 0
270, 0
271, 0
272, 2
273, 1
274, 1
275, 3
276, 1
277, 4
278, 0
279, 0
280, 0
281, 1
282, 0
283, 0
284, 0
285, 3
286, 1
287, 0
288, 3
289, 1
290, 1
291, 1
292, 2
293, 1
294, 0
295, 1
296, 1
297, 0
298, 2
299, 0
300, 1
301, 1
302, 1
303, 0
304, 1
305, 0
306, 0
307, 0
308, 0
309, 1
310, 0
311, 0
312, 0
313, 1
314, 1
315, 0
316, 1
317, 0
318, 0
319, 0
320, 1
321, 0
322, 1
323, 1
324, 2
325, 0
326, 0
327, 2
328, 0
329, 0
330, 0
331, 4
332, 0
333, 0
334, 0
335, 0
336, 0
337, 0
338, 3
339, 2
340, 1
341, 1
342, 0
343, 0
344, 0
345, 0
346, 0
347, 0
348, 0
349, 1
350, 1
351, 0
352, 1
353, 1
354, 4
355, 4
356, 0
357, 1
358, 0
359, 0
360, 3
361, 0
362, 2
363, 0
364, 1
365, 1
366, 1
367, 1
368, 1
369, 1
370, 1
371, 1
372, 0
373, 0
374, 1
375, 3
376, 0
377, 0
378, 5
379, 1
380, 1
381, 0
382, 1
383, 0
384, 0
385, 0
386, 0
387, 3
388, 0
389, 0
390, 1
391, 0
392, 4
393, 0
394, 1
395, 0
396, 0
397, 0
398, 0
399, 1
400, 0
401, 3
402, 0
403, 3
404, 3
405, 0
406, 2
407, 1
408, 0
409, 0
410, 5
411, 1
412, 1
413, 1
414, 1
415, 0
416, 0
417, 1
418, 0
419, 5
420, 0
421, 0
422, 3
423, 2
424, 1
