Epoch, Score
0, 0
1, 0
2, 0
3, 0
4, 2
5, 1
6, 2
7, 1
8, 0
9, 3
10, 2
11, 5
12, 3
13, 2
14, 0
15, 2
16, 4
17, 3
18, 1
19, 0
20, 8
21, 1
22, 13
23, 1
24, 0
25, 0
26, 7
27, 8
28, 21
29, 72
30, 3
31, 29
32, 0
33, 11
34, 0
35, 0
36, 0
37, 0
38, 12
39, 0
40, 1
41, 0
42, 0
43, 20
44, 17
45, 7
46, 1
47, 0
48, 0
49, 1
50, 1
51, 26
52, 27
53, 1
54, 0
55, 0
56, 0
57, 8
58, 0
59, 26
60, 0
61, 0
62, 0
63, 0
64, 3
65, 4
66, 1
67, 0
68, 5
69, 0
70, 0
71, 0
72, 12
73, 30
74, 19
75, 8
76, 68
77, 20
78, 1
79, 8
80, 0
81, 0
82, 0
83, 1
84, 0
85, 21
86, 0
87, 0
88, 1
89, 0
90, 1
91, 0
92, 0
93, 0
94, 1
95, 0
96, 2
97, 0
98, 15
99, 0
100, 3
101, 5
102, 0
103, 0
104, 0
105, 1
106, 9
107, 8
108, 0
109, 9
110, 1
111, 0
112, 33
113, 29
114, 7
115, 0
116, 0
117, 3
118, 0
119, 0
120, 0
121, 0
122, 0
123, 0
124, 37
125, 0
126, 16
127, 1
128, 0
129, 0
130, 18
131, 87
132, 0
133, 3
134, 0
135, 0
136, 4
137, 25
138, 43
139, 3
140, 6
141, 8
142, 11
143, 0
144, 1
145, 5
146, 70
147, 43
148, 1
149, 20
150, 0
151, 93
152, 0
153, 0
154, 3
155, 1
156, 1
157, 22
158, 1
159, 7
160, 0
161, 48
162, 0
163, 54
164, 62
165, 1
166, 16
167, 0
168, 0
169, 4
170, 24
171, 0
172, 17
173, 9
174, 4
175, 0
176, 78
177, 8
178, 45
179, 0
180, 0
181, 3
182, 5
183, 30
184, 55
185, 31
186, 31
187, 0
188, 0
189, 1
190, 50
191, 2
192, 10
193, 18
194, 0
195, 0
196, 4
197, 0
198, 18
199, 4
200, 0
201, 45
202, 0
203, 67
204, 0
205, 85
206, 7
207, 0
208, 0
209, 25
210, 39
211, 0
212, 0
213, 0
214, 0
215, 79
216, 44
217, 19
218, 4
219, 9
220, 40
221, 9
222, 1
223, 0
224, 1
225, 3
226, 0
227, 48
228, 0
229, 13
230, 0
231, 1
232, 49
233, 5
234, 2
235, 5
236, 33
237, 0
238, 7
239, 120
240, 4
241, 31
242, 0
243, 1
244, 2
245, 0
246, 0
247, 61
248, 0
249, 3
250, 0
251, 0
252, 2
253, 1
254, 1
255, 2
256, 4
257, 1
258, 7
259, 3
260, 0
261, 4
262, 0
263, 5
264, 0
265, 0
266, 0
267, 85
268, 51
269, 0
270, 51
271, 0
272, 3
273, 0
274, 0
275, 0
276, 14
277, 24
278, 33
279, 3
280, 0
281, 0
282, 1
283, 10
284, 4
285, 23
286, 2
287, 0
288, 0
289, 2
290, 36
291, 36
292, 17
293, 11
294, 95
295, 0
296, 12
297, 98
298, 2
299, 1
300, 0
301, 0
302, 22
303, 26
304, 0
305, 0
306, 59
307, 24
308, 62
309, 0
310, 0
311, 45
312, 2
313, 42
314, 0
315, 53
316, 23
317, 16
318, 0
319, 1
320, 31
321, 0
322, 1
323, 11
324, 23
325, 6
326, 5
327, 1
328, 0
329, 33
330, 25
331, 0
332, 0
333, 57
334, 34
335, 3
336, 37
337, 0
338, 3
339, 0
340, 11
341, 20
342, 35
343, 4
344, 0
345, 0
346, 0
347, 20
348, 77
349, 5
350, 0
351, 60
352, 4
353, 3
354, 75
355, 0
356, 0
357, 1
358, 0
359, 2
360, 0
361, 1
362, 1
363, 62
364, 3
365, 15
366, 1
367, 229
368, 0
369, 2
370, 0
371, 17
372, 8
373, 0
374, 0
375, 41
376, 32
377, 0
378, 0
379, 6
380, 3
381, 1
382, 13
383, 1
384, 70
385, 2
386, 48
387, 12
388, 0
389, 0
390, 5
391, 1
392, 6
393, 1
394, 82
395, 90
396, 0
397, 1
398, 1
399, 1
400, 1
401, 57
402, 10
403, 6
404, 0
405, 3
406, 0
407, 33
408, 0
409, 9
410, 0
411, 0
412, 0
413, 61
414, 0
415, 0
416, 0
417, 3
418, 1
419, 7
420, 0
421, 0
422, 1
423, 21
424, 0
