Epoch, Score
0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 1
8, 0
9, 2
10, 1
11, 1
12, 1
13, 3
14, 1
15, 4
16, 2
17, 3
18, 4
19, 2
20, 4
21, 2
22, 0
23, 1
24, 5
25, 1
26, 0
27, 0
28, 1
29, 3
30, 1
31, 0
32, 2
33, 20
34, 2
35, 2
36, 0
37, 2
38, 1
39, 1
40, 3
41, 1
42, 29
43, 2
44, 1
45, 30
46, 1
47, 0
48, 0
49, 102
50, 1
51, 0
52, 1
53, 109
54, 20
55, 0
56, 13
57, 0
58, 5
59, 0
60, 1
61, 0
62, 1
63, 8
64, 0
65, 20
66, 1
67, 37
68, 0
69, 42
70, 1
71, 1
72, 33
73, 34
74, 1
75, 93
76, 57
77, 30
78, 104
79, 0
80, 3
81, 3
82, 78
83, 0
84, 35
85, 2
86, 7
87, 4
88, 2
89, 2
90, 127
91, 2
92, 10
93, 18
94, 12
95, 4
96, 0
97, 10
98, 6
99, 11
100, 5
101, 0
102, 0
103, 1
104, 1
105, 17
106, 1
107, 23
108, 1
109, 4
110, 1
111, 2
112, 2
113, 3
114, 21
115, 1
116, 27
117, 0
118, 26
119, 0
120, 14
121, 5
122, 0
123, 0
124, 0
125, 0
126, 0
127, 48
128, 60
129, 5
130, 1
131, 0
132, 36
133, 10
134, 0
135, 8
136, 1
137, 1
138, 0
139, 0
140, 2
141, 34
142, 4
143, 26
144, 0
145, 0
146, 0
147, 1
148, 0
149, 33
150, 5
151, 2
152, 0
153, 0
154, 0
155, 0
156, 0
157, 0
158, 34
159, 0
160, 11
161, 21
162, 9
163, 2
164, 1
165, 17
166, 0
167, 0
168, 2
169, 0
170, 5
171, 0
172, 52
173, 0
174, 48
175, 0
176, 28
177, 1
178, 0
179, 13
180, 33
181, 0
182, 6
183, 43
184, 24
185, 1
186, 11
187, 0
188, 1
189, 78
190, 0
191, 0
192, 17
193, 2
194, 2
195, 1
196, 81
197, 0
198, 18
199, 0
200, 1
201, 0
202, 0
203, 1
204, 0
205, 37
206, 4
207, 1
208, 15
209, 0
210, 9
211, 52
212, 0
213, 0
214, 0
215, 25
216, 1
217, 3
218, 4
219, 34
220, 23
221, 1
222, 5
223, 2
224, 65
225, 284
226, 0
227, 0
228, 16
229, 38
230, 0
231, 11
232, 0
233, 2
234, 14
235, 84
236, 39
237, 0
238, 0
239, 1
240, 56
241, 5
242, 113
243, 29
244, 1
245, 33
246, 7
247, 1
248, 0
249, 95
250, 1
251, 4
252, 0
253, 0
254, 25
255, 1
256, 1
257, 1
258, 0
259, 25
260, 2
261, 0
262, 1
263, 93
264, 0
265, 36
266, 81
267, 35
268, 3
269, 0
270, 15
271, 0
272, 20
273, 0
274, 0
275, 23
276, 69
277, 2
278, 1
279, 0
280, 61
281, 28
282, 1
283, 0
284, 2
285, 44
286, 1
287, 1
288, 22
289, 0
290, 33
291, 0
292, 14
293, 0
294, 0
295, 10
296, 0
297, 52
298, 55
299, 1
300, 0
301, 2
302, 0
303, 2
304, 0
305, 1
306, 155
307, 33
308, 9
309, 10
310, 52
311, 48
312, 30
313, 15
314, 31
315, 78
316, 0
317, 56
318, 20
319, 0
320, 3
321, 1
322, 16
323, 0
324, 2
325, 80
326, 58
327, 19
328, 23
329, 11
330, 38
331, 0
332, 34
333, 0
334, 5
335, 0
336, 1
337, 35
338, 0
339, 53
340, 31
341, 34
342, 0
343, 97
344, 0
345, 26
346, 0
347, 6
348, 0
349, 0
350, 1
351, 20
352, 2
353, 32
354, 2
355, 1
356, 0
357, 3
358, 63
359, 1
360, 1
361, 33
362, 0
363, 0
364, 17
365, 104
366, 2
367, 2
368, 4
369, 0
370, 2
371, 0
372, 54
373, 13
374, 17
375, 0
376, 61
377, 45
378, 9
379, 0
380, 33
381, 81
382, 0
383, 43
384, 0
385, 63
386, 2
387, 8
388, 36
389, 0
390, 12
391, 4
392, 0
393, 2
394, 0
395, 40
396, 5
397, 0
398, 5
399, 0
400, 0
401, 9
402, 0
403, 112
404, 0
405, 20
406, 2
407, 12
408, 39
409, 71
410, 15
411, 6
412, 99
413, 67
414, 4
415, 0
416, 0
417, 0
418, 81
419, 28
420, 28
421, 0
422, 1
423, 0
424, 4
425, 73
426, 149
427, 1
428, 0
429, 68
430, 1
431, 67
432, 35
433, 0
434, 3
435, 2
436, 28
437, 0
438, 0
439, 30
440, 1
441, 32
442, 1
443, 0
444, 0
445, 106
446, 11
447, 20
448, 0
449, 0
450, 1
451, 0
452, 7
453, 3
454, 10
455, 29
456, 102
457, 42
458, 36
459, 7
460, 21
461, 0
462, 7
463, 8
464, 18
465, 6
466, 0
467, 0
468, 5
469, 37
470, 11
471, 59
472, 78
473, 5
474, 0
475, 54
476, 1
477, 0
478, 0
479, 0
480, 0
481, 0
482, 1
483, 23
484, 0
485, 4
486, 1
487, 30
488, 1
489, 61
490, 18
491, 0
492, 52
493, 2
494, 2
495, 2
496, 2
497, 8
498, 29
499, 20
