Epoch, Score
0, 0
1, 0
2, 3
3, 0
4, 2
5, 0
6, 0
7, 1
8, 3
9, 1
10, 0
11, 0
12, 2
13, 1
14, 2
15, 1
16, 7
17, 0
18, 3
19, 1
20, 2
21, 2
22, 2
23, 3
24, 5
25, 2
26, 4
27, 3
28, 4
29, 19
30, 16
31, 13
32, 3
33, 18
34, 3
35, 26
36, 80
37, 30
38, 1
39, 87
40, 1
41, 3
42, 2
43, 40
44, 3
45, 0
46, 236
47, 2
48, 9
49, 3
50, 0
51, 8
52, 29
53, 1
54, 47
55, 10
56, 0
57, 5
58, 9
59, 98
60, 0
61, 1
62, 0
63, 2
64, 83
65, 55
66, 3
67, 59
68, 16
69, 0
70, 1
71, 2
72, 8
73, 4
74, 74
75, 43
76, 17
77, 11
78, 0
79, 1
80, 1
81, 1
82, 1
83, 51
84, 1
85, 1
86, 2
87, 10
88, 0
89, 0
90, 1
91, 1
92, 0
93, 0
94, 0
95, 0
96, 1
97, 1
98, 1
99, 39
100, 28
101, 0
102, 1
103, 5
104, 0
105, 0
106, 0
107, 1
108, 44
109, 0
110, 0
111, 1
112, 1
113, 0
114, 84
115, 0
116, 2
117, 12
118, 12
119, 68
120, 1
121, 71
122, 0
123, 0
124, 44
125, 122
126, 0
127, 9
128, 15
129, 5
130, 15
131, 0
132, 125
133, 0
134, 0
135, 0
136, 79
137, 2
138, 4
139, 0
140, 2
141, 148
142, 32
143, 2
144, 4
145, 0
146, 0
147, 0
148, 2
149, 0
150, 4
151, 1
152, 0
153, 0
154, 10
155, 8
156, 3
157, 8
158, 0
159, 2
160, 215
161, 0
162, 4
163, 2
164, 1
165, 49
166, 196
167, 0
168, 4
169, 1
170, 0
171, 1
172, 8
173, 141
174, 0
175, 18
176, 23
177, 0
178, 0
179, 22
180, 151
181, 106
182, 18
183, 223
184, 72
185, 863
186, 6
187, 1
188, 458
189, 4
190, 1
191, 11
192, 0
193, 64
194, 2
195, 16
196, 45
197, 310
198, 356
199, 0
200, 25
201, 0
202, 13
203, 2
204, 9
205, 436
206, 122
207, 7
208, 2
209, 131
210, 26
211, 31
212, 26
213, 1
214, 0
215, 350
216, 74
217, 99
218, 68
219, 4
220, 185
221, 0
222, 663
223, 122
224, 3
225, 2
226, 17
227, 3
228, 24
229, 0
230, 1
231, 60
232, 0
233, 27
234, 1
235, 2
236, 294
237, 1
238, 91
239, 3
240, 0
241, 0
242, 0
243, 35
244, 0
245, 809
246, 37
247, 148
248, 2
249, 91
250, 1
251, 25
252, 29
253, 65
254, 122
255, 0
256, 1
257, 43
258, 0
259, 2
260, 3
261, 0
262, 129
263, 564
264, 50
265, 0
266, 153
267, 1
268, 37
269, 0
270, 1
271, 327
272, 182
273, 54
274, 25
275, 0
276, 3
277, 0
278, 2
279, 113
280, 0
281, 152
282, 35
283, 23
284, 120
285, 0
286, 2
287, 16
288, 55
289, 0
290, 2
291, 1
292, 571
293, 0
294, 0
295, 1
296, 0
297, 28
298, 366
299, 8
300, 419
301, 81
302, 15
303, 1
304, 0
305, 39
306, 1
307, 0
308, 1
309, 8
310, 3
311, 66
312, 0
313, 0
314, 64
315, 178
316, 53
317, 0
318, 17
319, 176
320, 0
321, 2
322, 236
323, 19
324, 0
325, 168
326, 0
327, 133
328, 0
329, 0
330, 208
331, 270
332, 12
333, 3
334, 0
335, 11
336, 5
337, 43
338, 17
339, 512
340, 0
341, 171
342, 49
343, 241
344, 0
345, 53
346, 1
347, 4
348, 37
349, 0
350, 0
351, 31
352, 319
353, 35
354, 419
355, 59
356, 63
357, 177
358, 0
359, 462
360, 172
361, 1
362, 111
363, 2
364, 1
365, 200
366, 1
367, 78
368, 3
369, 0
370, 0
371, 1
372, 3
373, 0
374, 1
375, 0
376, 62
377, 118
378, 3
379, 1
380, 0
381, 10
382, 1
383, 46
384, 6
385, 295
386, 21
387, 1
388, 303
389, 229
390, 98
391, 109
392, 2
393, 3
394, 0
395, 2
396, 1
397, 2
398, 43
399, 94
400, 4
401, 41
402, 4
403, 63
404, 0
405, 2
406, 0
407, 0
408, 0
409, 0
410, 0
411, 49
412, 0
413, 12
414, 6
415, 0
416, 0
417, 9
418, 131
419, 172
420, 1
421, 1
422, 42
423, 33
424, 153
