Epoch, Score
0, 0
1, 0
2, 0
3, 1
4, 0
5, 0
6, 0
7, 1
8, 4
9, 0
10, 0
11, 1
12, 0
13, 3
14, 0
15, 0
16, 0
17, 4
18, 1
19, 0
20, 1
21, 0
22, 1
23, 1
24, 1
25, 1
26, 0
27, 1
28, 0
29, 1
30, 0
31, 1
32, 1
33, 0
34, 0
35, 0
36, 1
37, 2
38, 0
39, 1
40, 0
41, 13
42, 7
43, 3
44, 0
45, 8
46, 3
47, 3
48, 1
49, 0
50, 0
51, 0
52, 0
53, 0
54, 0
55, 4
56, 16
57, 9
58, 21
59, 1
60, 6
61, 3
62, 0
63, 0
64, 3
65, 16
66, 0
67, 1
68, 5
69, 0
70, 0
71, 0
72, 12
73, 0
74, 1
75, 0
76, 1
77, 0
78, 0
79, 0
80, 0
81, 0
82, 2
83, 0
84, 0
85, 7
86, 2
87, 0
88, 9
89, 0
90, 0
91, 0
92, 0
93, 0
94, 0
95, 1
96, 1
97, 1
98, 0
99, 0
100, 1
101, 0
102, 2
103, 12
104, 1
105, 0
106, 13
107, 8
108, 0
109, 0
110, 0
111, 9
112, 0
113, 0
114, 2
115, 4
116, 0
117, 1
118, 2
119, 4
120, 3
121, 0
122, 0
123, 6
124, 0
125, 4
126, 4
127, 1
128, 1
129, 10
130, 17
131, 0
132, 0
133, 1
134, 1
135, 9
136, 0
137, 8
138, 0
139, 0
140, 1
141, 15
142, 0
143, 6
144, 17
145, 0
146, 7
147, 0
148, 1
149, 0
150, 0
151, 0
152, 0
153, 1
154, 1
155, 6
156, 0
157, 2
158, 7
159, 2
160, 0
161, 8
162, 0
163, 0
164, 1
165, 0
166, 4
167, 0
168, 2
169, 4
170, 1
171, 0
172, 0
173, 7
174, 1
175, 3
176, 0
177, 1
178, 1
179, 0
180, 0
181, 0
182, 4
183, 1
184, 1
185, 0
186, 14
187, 1
188, 0
189, 0
190, 0
191, 10
192, 0
193, 40
194, 42
195, 0
196, 13
197, 0
198, 15
199, 11
200, 7
201, 0
202, 6
203, 1
204, 6
205, 2
206, 14
207, 0
208, 0
209, 16
210, 0
211, 22
212, 0
213, 0
214, 5
215, 1
216, 0
217, 0
218, 1
219, 0
220, 14
221, 8
222, 1
223, 3
224, 1
225, 0
226, 7
227, 2
228, 1
229, 8
230, 1
231, 2
232, 0
233, 8
234, 11
235, 0
236, 4
237, 1
238, 2
239, 11
240, 20
241, 0
242, 0
243, 2
244, 2
245, 12
246, 1
247, 0
248, 0
249, 3
250, 1
251, 0
252, 4
253, 36
254, 7
255, 13
256, 1
257, 51
258, 3
259, 1
260, 23
261, 1
262, 1
263, 14
264, 18
265, 0
266, 0
267, 12
268, 0
269, 0
270, 4
271, 7
272, 2
273, 0
274, 21
275, 0
276, 0
277, 0
278, 1
279, 15
280, 19
281, 0
282, 0
283, 0
284, 0
285, 3
286, 0
287, 17
288, 0
289, 4
290, 13
291, 0
292, 18
293, 18
294, 15
295, 8
296, 0
297, 15
298, 42
299, 1
300, 1
301, 5
302, 0
303, 12
304, 0
305, 2
306, 0
307, 3
308, 24
309, 1
310, 16
311, 0
312, 0
313, 1
314, 19
315, 5
316, 0
317, 3
318, 21
319, 8
320, 1
321, 9
322, 23
323, 0
324, 3
325, 0
326, 0
327, 0
328, 22
329, 9
330, 0
331, 14
332, 4
333, 0
334, 1
335, 0
336, 1
337, 13
338, 2
339, 0
340, 0
341, 0
342, 0
343, 0
344, 23
345, 6
346, 4
347, 1
348, 0
349, 1
350, 3
351, 3
352, 12
353, 0
354, 0
355, 0
356, 16
357, 11
358, 1
359, 0
360, 0
361, 1
362, 3
363, 14
364, 10
365, 5
366, 23
367, 0
368, 0
369, 2
370, 0
371, 0
372, 22
373, 9
374, 3
375, 1
376, 7
377, 1
378, 2
379, 12
380, 2
381, 18
382, 13
383, 0
384, 0
385, 1
386, 7
387, 34
388, 0
389, 23
390, 0
391, 1
392, 12
393, 0
394, 19
395, 0
396, 31
397, 1
398, 0
399, 0
400, 4
401, 1
402, 7
403, 0
404, 24
405, 0
406, 1
407, 0
408, 2
409, 0
410, 0
411, 1
412, 7
413, 1
414, 8
415, 1
416, 0
417, 0
418, 4
419, 2
420, 9
421, 1
422, 12
423, 0
424, 18
