Epoch, Score
0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 1
8, 0
9, 1
10, 1
11, 3
12, 0
13, 1
14, 1
15, 1
16, 10
17, 1
18, 4
19, 3
20, 3
21, 9
22, 1
23, 4
24, 1
25, 0
26, 2
27, 1
28, 1
29, 1
30, 16
31, 1
32, 3
33, 0
34, 91
35, 2
36, 0
37, 31
38, 77
39, 4
40, 46
41, 38
42, 2
43, 1
44, 14
45, 1
46, 239
47, 4
48, 2
49, 11
50, 2
51, 1
52, 1
53, 33
54, 2
55, 7
56, 4
57, 6
58, 2
59, 2
60, 42
61, 49
62, 126
63, 0
64, 2
65, 2
66, 2
67, 3
68, 2
69, 4
70, 39
71, 0
72, 207
73, 6
74, 3
75, 19
76, 2
77, 2
78, 51
79, 27
80, 41
81, 0
82, 1
83, 15
84, 21
85, 2
86, 0
87, 0
88, 35
89, 1
90, 1
91, 3
92, 4
93, 4
94, 0
95, 9
96, 13
97, 4
98, 17
99, 10
100, 5
101, 141
102, 0
103, 2
104, 0
105, 38
106, 91
107, 0
108, 11
109, 70
110, 0
111, 84
112, 1
113, 4
114, 19
115, 4
116, 47
117, 77
118, 0
119, 67
120, 6
121, 0
122, 136
123, 71
124, 1
125, 0
126, 51
127, 4
128, 2
129, 14
130, 0
131, 1
132, 200
133, 75
134, 79
135, 3
136, 26
137, 2
138, 62
139, 115
140, 213
141, 3
142, 31
143, 1
144, 43
145, 4
146, 0
147, 0
148, 0
149, 2
150, 29
151, 27
152, 2
153, 1
154, 71
155, 48
156, 111
157, 2
158, 138
159, 1
160, 2
161, 0
162, 132
163, 2
164, 106
165, 2
166, 1
167, 0
168, 0
169, 60
170, 30
171, 2
172, 20
173, 70
174, 1
175, 39
176, 0
177, 2
178, 3
179, 33
180, 117
181, 4
182, 2
183, 0
184, 34
185, 271
186, 2
187, 0
188, 2
189, 3
190, 458
191, 3
192, 0
193, 1
194, 63
195, 2
196, 39
197, 505
198, 77
199, 269
200, 3
201, 125
202, 141
203, 2
204, 1
205, 1
206, 2
207, 171
208, 161
209, 22
210, 0
211, 5
212, 1
213, 1
214, 0
215, 123
216, 286
217, 37
218, 1
219, 2
220, 1
221, 120
222, 4
223, 193
224, 2
225, 0
226, 2
227, 5
228, 19
229, 4
230, 114
231, 1
232, 112
233, 323
234, 1
235, 18
236, 1
237, 165
238, 400
239, 27
240, 0
241, 2
242, 51
243, 33
244, 6
245, 0
246, 2
247, 234
248, 0
249, 148
250, 1
251, 61
252, 3
253, 7
254, 196
255, 3
256, 10
257, 24
258, 0
259, 174
260, 31
261, 86
262, 59
263, 1
264, 0
265, 2
266, 61
267, 0
268, 0
269, 0
270, 1
271, 0
272, 21
273, 368
274, 157
275, 0
276, 10
277, 45
278, 2
279, 2
280, 152
281, 0
282, 58
283, 2
284, 0
285, 53
286, 41
287, 1
288, 78
289, 0
290, 130
291, 15
292, 2
293, 125
294, 119
295, 38
296, 0
297, 39
298, 184
299, 0
300, 0
301, 3
302, 4
303, 166
304, 0
305, 333
306, 149
307, 0
308, 4
309, 0
310, 2
311, 60
312, 0
313, 0
314, 3
315, 0
316, 0
317, 2
318, 390
319, 0
320, 6
321, 1
322, 47
323, 102
324, 0
325, 1
326, 0
327, 5
328, 0
329, 44
330, 104
331, 9
332, 221
333, 11
334, 193
335, 94
336, 129
337, 0
338, 19
339, 84
340, 0
341, 0
342, 3
343, 0
344, 108
345, 0
346, 3
347, 0
348, 132
349, 68
350, 0
351, 4
352, 3
353, 1
354, 2
355, 16
356, 0
357, 1
358, 86
359, 1
360, 16
361, 0
362, 41
363, 1
364, 20
365, 0
366, 3
367, 73
368, 36
369, 102
370, 0
371, 0
372, 0
373, 2
374, 54
375, 0
376, 0
377, 153
378, 0
379, 49
380, 41
381, 14
382, 2
383, 0
384, 1
385, 62
386, 95
387, 0
388, 0
389, 0
390, 71
391, 46
392, 74
393, 1
394, 111
395, 0
396, 0
397, 3
398, 79
399, 219
400, 0
401, 100
402, 1
403, 1
404, 2
405, 46
406, 1
407, 92
408, 222
409, 152
410, 0
411, 2
412, 1
413, 281
414, 1
415, 3
416, 4
417, 1
418, 0
419, 156
420, 188
421, 0
422, 181
423, 0
424, 0
