Epoch, Score
0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 1
8, 1
9, 2
10, 1
11, 3
12, 1
13, 1
14, 3
15, 4
16, 2
17, 2
18, 12
19, 1
20, 9
21, 1
22, 2
23, 3
24, 0
25, 0
26, 88
27, 0
28, 0
29, 1
30, 1
31, 2
32, 0
33, 0
34, 0
35, 2
36, 7
37, 0
38, 5
39, 0
40, 5
41, 2
42, 0
43, 66
44, 56
45, 38
46, 0
47, 0
48, 144
49, 2
50, 40
51, 74
52, 0
53, 184
54, 1
55, 11
56, 0
57, 6
58, 1
59, 2
60, 76
61, 86
62, 41
63, 1
64, 157
65, 2
66, 182
67, 1
68, 362
69, 16
70, 0
71, 2
72, 409
73, 52
74, 13
75, 1
76, 29
77, 3
78, 38
79, 94
80, 36
81, 16
82, 2
83, 109
84, 244
85, 107
86, 0
87, 62
88, 93
89, 85
90, 0
91, 115
92, 1
93, 1
94, 135
95, 1
96, 0
97, 3
98, 7
99, 1
100, 0
101, 0
102, 1
103, 0
104, 40
105, 0
106, 0
107, 75
108, 1
109, 1
110, 0
111, 199
112, 83
113, 113
114, 66
115, 1
116, 19
117, 0
118, 93
119, 111
120, 0
121, 0
122, 61
123, 2
124, 68
125, 3
126, 32
127, 2
128, 1
129, 66
130, 57
131, 0
132, 1
133, 21
134, 2
135, 1
136, 0
137, 2
138, 2
139, 0
140, 0
141, 0
142, 1
143, 109
144, 0
145, 50
146, 54
147, 26
148, 94
149, 3
150, 0
151, 1
152, 65
153, 51
154, 98
155, 2
156, 0
157, 0
158, 27
159, 58
160, 0
161, 3
162, 0
163, 1
164, 75
165, 0
166, 11
167, 0
168, 1
169, 2
170, 0
171, 8
172, 70
173, 85
174, 0
175, 16
176, 0
177, 5
178, 10
179, 0
180, 0
181, 0
182, 12
183, 12
184, 0
185, 1
186, 0
187, 0
188, 0
189, 33
190, 0
191, 0
192, 20
193, 13
194, 1
195, 157
196, 2
197, 6
198, 0
199, 1
200, 2
201, 1
202, 0
203, 0
204, 0
205, 1
206, 157
207, 16
208, 7
209, 0
210, 192
211, 0
212, 1
213, 1
214, 1
215, 0
216, 66
217, 0
218, 153
219, 1
220, 11
221, 62
222, 3
223, 5
224, 0
225, 1
226, 47
227, 2
228, 68
229, 0
230, 8
231, 0
232, 1
233, 0
234, 5
235, 0
236, 41
237, 109
238, 0
239, 32
240, 3
241, 26
242, 102
243, 1
244, 50
245, 0
246, 29
247, 124
248, 33
249, 0
250, 0
251, 17
252, 0
253, 0
254, 0
255, 123
256, 29
257, 3
258, 1
259, 34
260, 3
261, 32
262, 95
263, 69
264, 3
265, 1
266, 15
267, 47
268, 1
269, 0
270, 0
271, 1
272, 4
273, 104
274, 34
275, 10
276, 0
277, 82
278, 160
279, 0
280, 62
281, 8
282, 0
283, 17
284, 52
285, 0
286, 44
287, 0
288, 2
289, 26
290, 42
291, 0
292, 6
293, 39
294, 0
295, 4
296, 0
297, 103
298, 73
299, 3
300, 27
301, 13
302, 1
303, 1
304, 0
305, 4
306, 46
307, 0
308, 2
309, 0
310, 0
311, 0
312, 1
313, 62
314, 24
315, 22
316, 13
317, 33
318, 43
319, 98
320, 39
321, 49
322, 19
323, 1
324, 0
325, 65
326, 3
327, 16
328, 13
329, 0
330, 82
331, 1
332, 1
333, 0
334, 2
335, 0
336, 0
337, 0
338, 0
339, 15
340, 98
341, 1
342, 1
343, 41
344, 131
345, 3
346, 0
347, 0
348, 0
349, 87
350, 0
351, 0
352, 10
353, 2
354, 3
355, 0
356, 0
357, 99
358, 49
359, 0
360, 37
361, 111
362, 6
363, 0
364, 85
365, 1
366, 22
367, 0
368, 0
369, 2
370, 23
371, 0
372, 0
373, 0
374, 58
375, 99
376, 1
377, 1
378, 0
379, 0
380, 1
381, 105
382, 27
383, 16
384, 0
385, 16
386, 15
387, 0
388, 85
389, 64
390, 107
391, 239
392, 3
393, 131
394, 25
395, 29
396, 1
397, 43
398, 0
399, 32
400, 0
401, 35
402, 76
403, 19
404, 0
405, 20
406, 1
407, 27
408, 1
409, 0
410, 21
411, 0
412, 73
413, 159
414, 0
415, 39
416, 41
417, 0
418, 0
419, 1
420, 0
421, 1
422, 0
423, 26
424, 9
